ID,EXTRACTION_DATE,CIRCULATING_SUPPLY,TOTAL_SUPPLY,MAX_SUPPLY,USD_PRICE,VOLUME_24_HOURS,PERCENT_CHANGE_1,PERCENT_CHANGE_24,PERCENT_CHANGE_7_DAYS,MARKET_CAP,LAST_UPDATED
1,2019-04-25 06:28:26,17664125.0,17664125,21000000.0,5446.93,17176603859.9,-0.19,-3.08,3.18,96215305839.31,2019-04-25 06:27:31
2,2019-04-25 06:28:26,61489158.59,61489159,84000000.0,72.88,3154433295.06,-0.37,-1.38,-9.73,4481317052.24,2019-04-25 06:27:06
52,2019-04-25 06:28:26,42004966728.0,99991643723,100000000000.0,0.3,1498272861.78,-0.09,-5.73,-11.54,12607913585.51,2019-04-25 06:27:04
512,2019-04-25 06:28:26,19405184188.42,104922376416,,0.1,292006325.24,-0.41,-4.77,-12.31,2004774458.16,2019-04-25 06:27:03
1027,2019-04-25 06:28:26,105801454.31,105801454,,164.2,7646554386.58,-0.17,-3.4,-4.22,17372201184.88,2019-04-25 06:27:22
1,2019-04-25 06:33:28,17664125.0,17664125,21000000.0,5445.83,16326660838.61,-0.19,-3.05,3.15,96195803774.46,2019-04-25 06:32:32
2,2019-04-25 06:33:28,61489158.59,61489159,84000000.0,72.71,3151730045.06,-0.59,-1.54,-9.94,4470855729.92,2019-04-25 06:32:04
52,2019-04-25 06:33:28,42004966728.0,99991643723,100000000000.0,0.3,1496725833.2,-0.35,-5.84,-11.8,12569871109.9,2019-04-25 06:32:02
512,2019-04-25 06:33:28,19405184188.42,104922376416,,0.1,291935815.24,-0.4,-4.73,-12.35,2003727016.17,2019-04-25 06:32:03
1027,2019-04-25 06:33:28,105801454.31,105801454,,163.68,6988028188.2,-0.44,-3.63,-4.55,17317064220.63,2019-04-25 06:32:22
1,2019-04-25 06:38:29,17664175.0,17664175,21000000.0,5436.65,16702878452.17,-0.35,-3.15,2.98,96034002031.52,2019-04-25 06:37:28
2,2019-04-25 06:38:29,61489283.59,61489284,84000000.0,72.72,3171043346.65,-0.55,-1.45,-9.94,4471595533.86,2019-04-25 06:37:02
52,2019-04-25 06:38:29,42004966728.0,99991643723,100000000000.0,0.3,1495754359.67,-0.52,-5.86,-11.98,12544592836.75,2019-04-25 06:37:03
512,2019-04-25 06:38:29,19405184188.42,104922376416,,0.1,291440056.73,-0.56,-4.83,-12.53,1999642124.6,2019-04-25 06:37:02
1027,2019-04-25 06:38:29,105801623.0,105801623,,163.26,7330148868.59,-0.67,-3.79,-4.8,17273371797.48,2019-04-25 06:37:18
1,2019-04-25 06:43:29,17664175.0,17664175,21000000.0,5435.63,17143404273.35,-0.35,-3.11,2.96,96015855077.13,2019-04-25 06:42:30
2,2019-04-25 06:43:29,61489283.59,61489284,84000000.0,72.93,3179958448.14,-0.27,-1.1,-9.68,4484439373.4,2019-04-25 06:42:05
52,2019-04-25 06:43:29,42004966728.0,99991643723,100000000000.0,0.3,1497191078.21,-0.5,-5.7,-11.98,12544954897.73,2019-04-25 06:42:02
512,2019-04-25 06:43:29,19405184188.42,104922376416,,0.1,291386767.02,-0.57,-4.77,-12.56,1998958799.6,2019-04-25 06:42:03
1027,2019-04-25 06:43:29,105801623.0,105801623,,163.18,7613149826.6,-0.7,-3.76,-4.87,17264473607.59,2019-04-25 06:42:20
1,2019-04-25 06:48:30,17664175.0,17664175,21000000.0,5439.44,16292271496.94,-0.29,-2.99,3.03,96083175447.06,2019-04-25 06:47:30
2,2019-04-25 06:48:30,61489283.59,61489284,84000000.0,72.78,3162204680.1,-0.47,-1.23,-9.87,4475307846.4,2019-04-25 06:47:03
52,2019-04-25 06:48:30,42004966728.0,99991643723,100000000000.0,0.3,1498600540.17,-0.5,-5.53,-11.97,12545103842.34,2019-04-25 06:47:03
512,2019-04-25 06:48:30,19405184188.42,104922376416,,0.1,291456973.48,-0.52,-4.66,-12.54,1999486139.13,2019-04-25 06:47:03
1027,2019-04-25 06:48:30,105801623.0,105801623,,163.41,6960046257.12,-0.56,-3.54,-4.75,17289222153.18,2019-04-25 06:47:22
1,2019-04-25 06:53:31,17664175.0,17664175,21000000.0,5437.82,16287341056.27,-0.31,-2.96,3.0,96054668649.75,2019-04-25 06:52:30
2,2019-04-25 06:53:31,61489283.59,61489284,84000000.0,72.69,3159610254.74,-0.63,-1.29,-9.99,4469423224.0,2019-04-25 06:53:02
52,2019-04-25 06:53:31,42004966728.0,99991643723,100000000000.0,0.3,1499001371.31,-0.43,-5.27,-11.91,12554485647.67,2019-04-25 06:53:03
512,2019-04-25 06:53:31,19405184188.42,104922376416,,0.1,292092966.84,-0.3,-4.37,-12.37,2003343733.46,2019-04-25 06:53:03
1027,2019-04-25 06:53:31,105801623.0,105801623,,163.29,6954630430.39,-0.64,-3.54,-4.84,17276635411.89,2019-04-25 06:53:23
1,2019-04-25 06:58:32,17664225.0,17664225,21000000.0,5434.27,16285565469.13,-0.39,-2.96,2.93,95992208037.14,2019-04-25 06:57:31
2,2019-04-25 06:58:32,61489408.59,61489409,84000000.0,72.61,3158531982.31,-0.75,-1.34,-10.1,4464535393.17,2019-04-25 06:58:04
52,2019-04-25 06:58:32,42004966728.0,99991643723,100000000000.0,0.3,1499663634.03,-0.43,-5.08,-11.89,12557049145.01,2019-04-25 06:58:03
512,2019-04-25 06:58:32,19405184488.42,104922376416,,0.1,292373279.01,-0.37,-4.37,-12.46,2001357183.15,2019-04-25 06:58:02
1027,2019-04-25 06:58:32,105801798.81,105801799,,163.2,6958840713.04,-0.71,-3.52,-4.91,17267377882.31,2019-04-25 06:58:20
1,2019-04-25 07:03:33,17664225.0,17664225,21000000.0,5435.67,16104425686.51,-0.36,-2.89,2.95,96016924038.38,2019-04-25 07:02:29
2,2019-04-25 07:03:33,61489408.59,61489409,84000000.0,72.62,3136532531.81,-0.72,-1.26,-10.09,4465592519.39,2019-04-25 07:03:05
52,2019-04-25 07:03:33,42004966728.0,99991643723,100000000000.0,0.3,1477066799.7,-0.44,-4.94,-11.92,12553259956.35,2019-04-25 07:03:04
512,2019-04-25 07:03:33,19405184488.42,104922376416,,0.1,286822297.71,-0.25,-4.17,-12.37,2003395068.05,2019-04-25 07:03:02
1027,2019-04-25 07:03:33,105801798.81,105801799,,163.26,7495234254.91,-0.67,-3.41,-4.9,17273242416.24,2019-04-25 07:03:20
1,2019-04-25 07:08:37,17664225.0,17664225,21000000.0,5435.29,16107765609.23,-0.36,-2.84,2.94,96010186974.51,2019-04-25 07:07:32
2,2019-04-25 07:08:37,61489408.59,61489409,84000000.0,72.52,3137402472.88,-0.83,-1.34,-10.22,4459298165.0,2019-04-25 07:08:04
52,2019-04-25 07:08:37,42004966728.0,99991643723,100000000000.0,0.3,1478200219.04,-0.48,-4.83,-11.97,12546341795.62,2019-04-25 07:08:04
512,2019-04-25 07:08:37,19405184488.42,104922376416,,0.1,286967115.42,-0.32,-4.15,-12.43,2002022960.36,2019-04-25 07:08:03
1027,2019-04-25 07:08:37,105801798.81,105801799,,163.03,6871489535.96,-0.81,-3.47,-5.05,17249318449.06,2019-04-25 07:08:20
1,2019-04-25 07:13:38,17664225.0,17664225,21000000.0,5432.91,16120287448.92,-0.4,-2.83,2.9,95968151541.04,2019-04-25 07:13:28
2,2019-04-25 07:13:38,61489408.59,61489409,84000000.0,72.59,3140606229.33,-0.7,-1.17,-10.13,4463769450.85,2019-04-25 07:13:03
52,2019-04-25 07:13:38,42004966728.0,99991643723,100000000000.0,0.3,1479017490.73,-0.49,-4.7,-12.0,12541804607.97,2019-04-25 07:13:03
512,2019-04-25 07:13:38,19405184488.42,104922376416,,0.1,286909158.34,-0.41,-4.21,-12.57,1998813195.49,2019-04-25 07:13:03
1027,2019-04-25 07:13:38,105801798.81,105801799,,162.97,6873318532.21,-0.84,-3.43,-5.1,17242706572.28,2019-04-25 07:13:20
1,2019-04-25 07:18:39,17664225.0,17664225,21000000.0,5436.53,16133978990.53,-0.29,-2.71,2.96,96032020706.28,2019-04-25 07:17:25
2,2019-04-25 07:18:39,61489583.59,61489584,84000000.0,72.77,3147336429.06,-0.39,-0.87,-9.92,4474834796.74,2019-04-25 07:18:05
52,2019-04-25 07:18:39,42004966728.0,99991643723,100000000000.0,0.3,1480949360.45,-0.44,-4.49,-11.96,12547552641.97,2019-04-25 07:18:04
512,2019-04-25 07:18:39,19405184488.42,104922376416,,0.1,287119971.43,-0.38,-4.12,-12.58,1998648597.94,2019-04-25 07:18:02
1027,2019-04-25 07:18:39,105801988.44,105801988,,163.26,6881865891.35,-0.64,-3.19,-4.95,17273199220.42,2019-04-25 07:18:17
1,2019-04-25 07:23:40,17664225.0,17664225,21000000.0,5442.81,16596037012.61,-0.14,-2.54,3.08,96143048739.43,2019-04-25 07:22:25
2,2019-04-25 07:23:40,61489583.59,61489584,84000000.0,72.78,3167574972.18,-0.28,-0.81,-9.91,4475492710.65,2019-04-25 07:23:04
52,2019-04-25 07:23:40,42004966728.0,99991643723,100000000000.0,0.3,1482499559.24,-0.3,-4.28,-11.91,12554545625.93,2019-04-25 07:23:03
512,2019-04-25 07:23:40,19405184488.42,104922376416,,0.1,287882951.61,-0.07,-3.81,-12.37,2003448456.06,2019-04-25 07:23:03
1027,2019-04-25 07:23:40,105801988.44,105801988,,163.61,7246753994.63,-0.35,-2.91,-4.77,17310000581.89,2019-04-25 07:23:20
1,2019-04-25 07:28:41,17664225.0,17664225,21000000.0,5448.49,16145212570.88,0.02,-2.38,3.18,96243394582.28,2019-04-25 07:27:31
2,2019-04-25 07:28:41,61489583.59,61489584,84000000.0,72.93,3153177244.91,0.01,-0.56,-9.72,4484724231.47,2019-04-25 07:28:06
52,2019-04-25 07:28:41,42004966728.0,99991643723,100000000000.0,0.3,1482295041.06,-0.16,-4.06,-11.86,12561988934.97,2019-04-25 07:28:05
512,2019-04-25 07:28:41,19405184488.42,104922376416,,0.1,287643716.38,-0.06,-3.78,-12.42,2002387584.23,2019-04-25 07:28:03
1027,2019-04-25 07:28:41,105801988.44,105801988,,163.36,7546202056.94,-0.39,-2.98,-4.93,17283675813.62,2019-04-25 07:28:22
1,2019-04-25 07:33:42,17664225.0,17664225,21000000.0,5448.49,16123052365.12,0.07,-2.33,3.18,96243398823.81,2019-04-25 07:32:27
2,2019-04-25 07:33:42,61489583.59,61489584,84000000.0,72.82,3144802418.08,-0.11,-0.67,-9.86,4477601714.93,2019-04-25 07:33:06
52,2019-04-25 07:33:42,42004966728.0,99991643723,100000000000.0,0.3,1479474531.9,0.0,-3.81,-11.77,12573634188.69,2019-04-25 07:33:03
512,2019-04-25 07:33:42,19405184488.42,104922376416,,0.1,287565759.85,-0.09,-3.77,-12.48,2000860690.31,2019-04-25 07:33:04
1027,2019-04-25 07:33:42,105801988.44,105801988,,163.52,6879337292.63,-0.17,-2.81,-4.84,17300809575.11,2019-04-25 07:33:22
1,2019-04-25 07:38:46,17664225.0,17664225,21000000.0,5447.11,16111871970.8,0.09,-2.3,3.15,96219007347.42,2019-04-25 07:37:30
2,2019-04-25 07:38:46,61489833.59,61489834,84000000.0,72.9,3143847889.36,0.04,-0.51,-9.77,4482329657.35,2019-04-25 07:38:06
52,2019-04-25 07:38:46,42004966728.0,99991643723,100000000000.0,0.3,1476979931.66,0.05,-3.65,-11.78,12572257258.32,2019-04-25 07:38:02
512,2019-04-25 07:38:46,19405184488.42,104922376416,,0.1,287552373.08,-0.05,-3.7,-12.5,2000442582.58,2019-04-25 07:38:03
1,2019-04-25 02:17:25,17663837.0,17663837,21000000.0,5482.3,16665091637.33,-0.01,-1.62,3.95,96838534845.82,2019-04-25 02:16:28
2,2019-04-25 02:17:25,61486233.59,61486234,84000000.0,73.91,3269700292.28,0.29,0.4,-8.09,4544616826.64,2019-04-25 02:16:04
52,2019-04-25 02:17:25,42004966728.0,99991643723,100000000000.0,0.3,1496142474.87,0.03,-5.32,-10.7,12711816064.73,2019-04-25 02:16:05
512,2019-04-25 02:17:25,19405181188.42,104922376416,,0.1,294503784.96,0.36,-4.68,-11.57,2017018186.45,2019-04-25 02:16:02
1027,2019-04-25 02:17:25,105799176.31,105799176,,165.75,7463335244.71,-0.09,-2.4,-2.45,17536296875.88,2019-04-25 02:16:19
1,2019-04-25 02:22:26,17663837.0,17663837,21000000.0,5477.9,16655957101.45,-0.08,-1.71,3.87,96760808387.07,2019-04-25 02:21:26
2,2019-04-25 02:22:26,61486458.59,61486459,84000000.0,73.79,3251419622.94,0.1,0.26,-8.25,4536991790.96,2019-04-25 02:21:05
52,2019-04-25 02:22:26,42004966728.0,99991643723,100000000000.0,0.3,1497277540.04,0.12,-5.28,-10.67,12717523029.0,2019-04-25 02:21:05
512,2019-04-25 02:22:26,19405181188.42,104922376416,,0.1,295638803.78,0.79,-4.28,-11.23,2024938721.67,2019-04-25 02:21:03
1027,2019-04-25 02:22:26,105799176.31,105799176,,165.48,7135009558.23,-0.21,-2.55,-2.63,17507955631.63,2019-04-25 02:21:19
1027,2019-04-25 07:38:46,105802173.0,105802173,,163.59,7539483624.95,-0.02,-2.69,-4.8,17308610052.26,2019-04-25 07:38:22
1,2019-04-25 07:43:48,17664225.0,17664225,21000000.0,5451.04,16517014395.32,0.2,-2.16,3.23,96288327306.7,2019-04-25 07:42:25
2,2019-04-25 07:43:48,61489833.59,61489834,84000000.0,72.91,3155049255.81,0.14,-0.42,-9.75,4483155944.98,2019-04-25 07:43:05
52,2019-04-25 07:43:48,42004966728.0,99991643723,100000000000.0,0.3,1453335183.63,0.12,-3.46,-11.77,12573866202.53,2019-04-25 07:43:04
512,2019-04-25 07:43:48,19405184488.42,104922376416,,0.1,286667100.13,-0.07,-3.6,-12.5,2000448788.26,2019-04-25 07:43:02
1027,2019-04-25 07:43:48,105802173.0,105802173,,163.68,6846943171.89,0.13,-2.55,-4.76,17318037898.95,2019-04-25 07:43:22
1,2019-04-25 07:48:49,17664225.0,17664225,21000000.0,5454.83,16011983863.83,0.3,-2.03,3.3,96355298689.98,2019-04-25 07:47:29
2,2019-04-25 07:48:49,61489833.59,61489834,84000000.0,73.03,3131636324.9,0.38,-0.19,-9.6,4490316425.87,2019-04-25 07:48:02
52,2019-04-25 07:48:49,42004966728.0,99991643723,100000000000.0,0.3,1414825530.93,0.16,-3.3,-11.79,12570927410.01,2019-04-25 07:48:02
512,2019-04-25 07:48:49,19405184488.42,104922376416,,0.1,286265950.3,0.09,-3.37,-12.38,2002992285.62,2019-04-25 07:48:02
1027,2019-04-25 07:48:49,105802173.0,105802173,,163.61,6799933792.74,0.18,-2.51,-4.8,17309873646.66,2019-04-25 07:48:21
1,2019-04-25 07:53:50,17664225.0,17664225,21000000.0,5454.46,15932989210.96,0.33,-1.97,3.29,96348814031.1,2019-04-25 07:52:29
2,2019-04-25 07:53:50,61489833.59,61489834,84000000.0,73.01,3118496948.67,0.4,-0.14,-9.62,4489268924.46,2019-04-25 07:53:04
52,2019-04-25 07:53:50,42004966728.0,99991643723,100000000000.0,0.3,1386279324.57,0.14,-3.14,-11.81,12568026314.18,2019-04-25 07:53:02
512,2019-04-25 07:53:50,19405184488.42,104922376416,,0.1,285216864.72,-0.05,-3.39,-12.48,2000491452.09,2019-04-25 07:53:02
1027,2019-04-25 07:53:50,105802173.0,105802173,,163.72,6760517866.89,0.29,-2.34,-4.73,17322027675.94,2019-04-25 07:53:20
1,2019-04-25 07:58:52,17664262.0,17664262,21000000.0,5458.77,15865648246.51,0.42,-1.82,3.38,96425119548.49,2019-04-25 07:57:26
2,2019-04-25 07:58:52,61490033.59,61490034,84000000.0,72.96,3107321643.3,0.38,-0.14,-9.68,4486075265.04,2019-04-25 07:58:04
52,2019-04-25 07:58:52,42004966728.0,99991643723,100000000000.0,0.3,1360858409.05,0.19,-2.92,-11.76,12574205235.21,2019-04-25 07:58:03
512,2019-04-25 07:58:52,19405184488.42,104922376416,,0.1,285001966.61,-0.04,-3.26,-12.46,2001018595.44,2019-04-25 07:58:02
1027,2019-04-25 07:58:52,105802362.06,105802362,,163.95,6741975487.21,0.47,-2.12,-4.6,17345946126.29,2019-04-25 07:58:19
1,2019-04-25 08:03:53,17664262.0,17664262,21000000.0,5463.36,15611884514.88,0.51,-1.68,3.46,96506269700.7,2019-04-25 08:02:32
2,2019-04-25 08:03:53,61490033.59,61490034,84000000.0,73.03,3079768180.45,0.55,0.03,-9.58,4490867344.7,2019-04-25 08:03:03
52,2019-04-25 08:03:53,42004966728.0,99991643723,100000000000.0,0.3,1289544270.2,0.15,-2.8,-11.81,12568173182.78,2019-04-25 08:03:04
512,2019-04-25 08:03:53,19405184488.42,104922376416,,0.1,265494364.01,-0.14,-3.27,-12.54,1998927452.36,2019-04-25 08:03:03
1027,2019-04-25 08:03:53,105802362.06,105802362,,163.88,6638678858.86,0.44,-2.08,-4.64,17339071462.71,2019-04-25 08:03:23
1,2019-04-25 08:08:54,17664262.0,17664262,21000000.0,5456.15,16499748139.83,0.38,-1.74,3.33,96378945075.95,2019-04-25 08:08:27
2,2019-04-25 08:08:54,61490033.59,61490034,84000000.0,72.91,3070684548.92,0.38,-0.07,-9.74,4483303597.9,2019-04-25 08:08:02
52,2019-04-25 08:08:54,42004966728.0,99991643723,100000000000.0,0.3,1268515391.92,0.04,-2.74,-11.89,12555298007.51,2019-04-25 08:08:04
512,2019-04-25 08:08:54,19405184488.42,104922376416,,0.1,265443693.99,-0.16,-3.22,-12.57,1998075007.71,2019-04-25 08:08:03
1027,2019-04-25 08:08:54,105802362.06,105802362,,163.75,7311084790.02,0.35,-2.08,-4.72,17324633357.1,2019-04-25 08:08:21
1,2019-04-25 08:13:55,17664262.0,17664262,21000000.0,5449.76,15520119762.04,0.24,-1.8,3.21,96265909390.69,2019-04-25 08:12:30
2,2019-04-25 08:13:55,61490033.59,61490034,84000000.0,72.99,3071060147.28,0.47,0.09,-9.63,4488260954.81,2019-04-25 08:13:02
52,2019-04-25 08:13:55,42004966728.0,99991643723,100000000000.0,0.3,1258837760.18,0.0,-2.63,-11.93,12550325708.85,2019-04-25 08:13:01
512,2019-04-25 08:13:55,19405184488.42,104922376416,,0.1,265017278.51,-0.27,-3.24,-12.66,1995847832.04,2019-04-25 08:13:02
1027,2019-04-25 08:13:55,105802362.06,105802362,,163.5,6620174610.58,0.17,-2.14,-4.86,17299174055.68,2019-04-25 08:13:19
1,2019-04-25 08:18:56,17664300.0,17664300,21000000.0,5450.42,15481202529.66,0.22,-1.72,3.22,96277875649.71,2019-04-25 08:17:31
2,2019-04-25 08:18:56,61490283.59,61490284,84000000.0,73.02,3063370417.07,0.43,0.19,-9.6,4490009851.57,2019-04-25 08:18:05
52,2019-04-25 08:18:56,42004966728.0,99991643723,100000000000.0,0.3,1245089743.02,0.01,-2.47,-11.91,12551828476.98,2019-04-25 08:18:04
512,2019-04-25 08:18:56,19405184488.42,104922376416,,0.1,264919619.77,-0.32,-3.19,-12.68,1995075871.7,2019-04-25 08:18:02
1027,2019-04-25 08:18:56,105802550.5,105802550,,163.45,6606867876.75,0.13,-2.1,-4.89,17293766600.49,2019-04-25 08:18:19
1,2019-04-25 08:23:57,17664300.0,17664300,21000000.0,5452.16,15453369463.83,0.21,-1.63,3.26,96308504257.13,2019-04-25 08:22:31
2,2019-04-25 08:23:57,61490283.59,61490284,84000000.0,72.88,3054566176.01,0.2,0.07,-9.76,4481554095.27,2019-04-25 08:23:03
52,2019-04-25 08:23:57,42004966728.0,99991643723,100000000000.0,0.3,1233039026.26,-0.03,-2.33,-11.92,12550616961.04,2019-04-25 08:23:03
512,2019-04-25 08:23:57,19405184488.42,104922376416,,0.1,265028567.23,-0.23,-3.04,-12.61,1996416442.64,2019-04-25 08:23:03
1027,2019-04-25 08:23:57,105802550.5,105802550,,163.47,6595661045.97,0.11,-2.01,-4.87,17295485409.58,2019-04-25 08:23:21
1,2019-04-25 08:28:59,17664300.0,17664300,21000000.0,5453.73,15441309829.45,0.21,-1.55,3.29,96336394839.92,2019-04-25 08:27:25
2,2019-04-25 08:28:59,61490283.59,61490284,84000000.0,72.88,3052400176.44,0.11,0.12,-9.77,4481240979.46,2019-04-25 08:28:06
52,2019-04-25 08:28:59,42004966728.0,99991643723,100000000000.0,0.3,1222918361.13,-0.03,-2.15,-11.88,12554783466.28,2019-04-25 08:28:03
512,2019-04-25 08:28:59,19405184488.42,104922376416,,0.1,264579679.37,-0.29,-3.03,-12.67,1994867573.73,2019-04-25 08:28:02
1027,2019-04-25 08:28:59,105802550.5,105802550,,163.59,7312731930.64,0.12,-1.86,-4.8,17307979286.79,2019-04-25 08:28:21
1,2019-04-25 08:34:00,17664300.0,17664300,21000000.0,5454.64,15442732566.06,0.16,-1.47,3.31,96352411074.33,2019-04-25 08:33:26
2,2019-04-25 08:34:00,61490283.59,61490284,84000000.0,72.97,3072931226.12,0.16,0.32,-9.65,4486816359.4,2019-04-25 08:33:03
52,2019-04-25 08:34:00,42004966728.0,99991643723,100000000000.0,0.3,1217545024.73,0.09,-1.84,-11.74,12574777132.95,2019-04-25 08:33:03
512,2019-04-25 08:34:00,19405184488.42,104922376416,,0.1,264962408.52,-0.24,-2.87,-12.6,1996271266.3,2019-04-25 08:33:03
1027,2019-04-25 08:34:00,105802550.5,105802550,,163.74,6623869317.26,0.14,-1.7,-4.72,17323606972.81,2019-04-25 08:33:21
1,2019-04-25 08:39:01,17664350.0,17664350,21000000.0,5458.07,15909616747.98,0.18,-1.34,3.38,96413176293.61,2019-04-25 08:38:25
2,2019-04-25 08:39:01,61490458.59,61490459,84000000.0,72.93,3050681174.56,0.05,0.33,-9.69,4484599522.39,2019-04-25 08:38:04
52,2019-04-25 08:39:01,42004966728.0,99991643723,100000000000.0,0.3,1208141959.15,0.0,-1.74,-11.78,12568436397.12,2019-04-25 08:38:04
512,2019-04-25 08:39:01,19405184488.42,104922376416,,0.1,265242813.52,-0.26,-2.78,-12.58,1996469775.87,2019-04-25 08:38:02
1027,2019-04-25 08:39:01,105802743.69,105802744,,163.75,7326507893.22,0.12,-1.61,-4.71,17325343068.31,2019-04-25 08:38:21
1,2019-04-25 08:44:02,17664350.0,17664350,21000000.0,5459.83,15404565869.32,0.18,-1.25,3.42,96444268676.56,2019-04-25 08:43:30
2,2019-04-25 08:44:02,61490458.59,61490459,84000000.0,73.07,3072279992.52,0.19,0.6,-9.52,4492988260.74,2019-04-25 08:43:03
52,2019-04-25 08:44:02,42004966728.0,99991643723,100000000000.0,0.3,1201082039.72,0.04,-1.53,-11.73,12575721071.34,2019-04-25 08:43:03
512,2019-04-25 08:44:02,19405184488.42,104922376416,,0.1,265624872.09,-0.09,-2.54,-12.44,1999427831.19,2019-04-25 08:43:03
1027,2019-04-25 08:44:02,105802743.69,105802744,,163.84,7005685529.17,0.16,-1.47,-4.66,17334303115.23,2019-04-25 08:43:18
1,2019-04-25 08:49:04,17664350.0,17664350,21000000.0,5458.88,15401410532.61,0.11,-1.19,3.4,96427612943.99,2019-04-25 08:48:28
2,2019-04-25 08:49:04,61490458.59,61490459,84000000.0,73.12,3068983936.74,0.25,0.75,-9.46,4495941224.81,2019-04-25 08:48:03
52,2019-04-25 08:49:04,42004966728.0,99991643723,100000000000.0,0.3,1195888683.32,0.05,-1.35,-11.7,12578553335.78,2019-04-25 08:48:03
512,2019-04-25 08:49:04,19405184488.42,104922376416,,0.1,265760189.75,0.0,-2.36,-12.35,2001135463.88,2019-04-25 08:48:02
1027,2019-04-25 08:49:04,105802743.69,105802744,,163.81,7012663585.29,0.08,-1.41,-4.67,17332008772.89,2019-04-25 08:48:17
1,2019-04-25 08:54:05,17664350.0,17664350,21000000.0,5456.95,15372922335.82,0.04,-1.16,3.37,96393401599.09,2019-04-25 08:53:29
2,2019-04-25 08:54:05,61490458.59,61490459,84000000.0,73.17,3050133809.64,0.27,0.88,-9.39,4498954939.87,2019-04-25 08:53:05
52,2019-04-25 08:54:05,42004966728.0,99991643723,100000000000.0,0.3,1188886844.53,-0.02,-1.27,-11.77,12568505674.02,2019-04-25 08:53:03
512,2019-04-25 08:54:05,19405184488.42,104922376416,,0.1,265506656.7,0.03,-2.25,-12.33,2001412025.27,2019-04-25 08:53:02
1027,2019-04-25 08:54:05,105802743.69,105802744,,163.51,6578600803.96,-0.14,-1.52,-4.85,17299863665.33,2019-04-25 08:53:17
1,2019-04-25 08:59:06,17664375.0,17664375,21000000.0,5456.86,15369119361.45,0.01,-1.1,3.37,96392005100.32,2019-04-25 08:58:26
2,2019-04-25 08:59:06,61490483.59,61490484,84000000.0,73.18,3050807278.4,0.28,0.97,-9.38,4499722178.04,2019-04-25 08:58:06
52,2019-04-25 08:59:06,42004966728.0,99991643723,100000000000.0,0.3,1185079190.51,0.07,-1.05,-11.7,12577817831.5,2019-04-25 08:58:04
512,2019-04-25 08:59:06,19405184488.42,104922376416,,0.1,265102111.29,-0.07,-2.28,-12.42,1998944334.89,2019-04-25 08:58:01
1027,2019-04-25 08:59:06,105802932.19,105802932,,163.5,6573470080.8,-0.16,-1.46,-4.86,17298270223.84,2019-04-25 08:58:18
1,2019-04-25 09:04:07,17664375.0,17664375,21000000.0,5456.45,16210770708.25,0.01,-1.05,3.37,96384775384.82,2019-04-25 09:03:29
2,2019-04-25 09:04:07,61490483.59,61490484,84000000.0,72.99,3047909916.03,0.0,0.77,-9.61,4488064808.5,2019-04-25 09:03:05
52,2019-04-25 09:04:07,42004966728.0,99991643723,100000000000.0,0.3,1157826834.58,0.08,-0.93,-11.72,12574293991.36,2019-04-25 09:03:05
512,2019-04-25 09:04:07,19405184488.42,104922376416,,0.1,256003084.96,0.05,-2.12,-12.34,2000605381.31,2019-04-25 09:03:04
1027,2019-04-25 09:04:07,105802932.19,105802932,,163.49,7248152604.57,-0.15,-1.4,-4.86,17297964473.15,2019-04-25 09:03:22
1,2019-04-25 10:09:20,17664412.0,17664412,21000000.0,5458.64,14782203525.19,0.04,-0.61,3.43,96423708924.22,2019-04-25 10:08:29
1,2019-04-25 09:09:08,17664375.0,17664375,21000000.0,5458.17,15193669414.56,0.04,-0.97,3.4,96415103736.58,2019-04-25 09:08:30
2,2019-04-25 09:09:08,61490483.59,61490484,84000000.0,72.97,3027823212.48,-0.02,0.81,-9.63,4487140157.89,2019-04-25 09:08:02
52,2019-04-25 09:09:08,42004966728.0,99991643723,100000000000.0,0.3,1154145112.28,0.07,-0.82,-11.75,12569878475.8,2019-04-25 09:08:03
512,2019-04-25 09:09:08,19405184488.42,104922376416,,0.1,256133905.06,0.1,-2.05,-12.35,2000180900.11,2019-04-25 09:08:03
1027,2019-04-25 09:09:08,105802932.19,105802932,,163.5,6500323776.99,-0.12,-1.33,-4.85,17299216760.14,2019-04-25 09:08:21
1,2019-04-25 09:14:09,17664375.0,17664375,21000000.0,5456.57,16176637347.73,0.03,-0.94,3.37,96386825488.16,2019-04-25 09:13:28
2,2019-04-25 09:14:09,61490483.59,61490484,84000000.0,72.92,3026876567.3,-0.06,0.79,-9.69,4484041915.71,2019-04-25 09:13:04
52,2019-04-25 09:14:09,42004966728.0,99991643723,100000000000.0,0.3,1150315591.82,0.05,-0.72,-11.78,12564170143.31,2019-04-25 09:13:04
512,2019-04-25 09:14:09,19405184488.42,104922376416,,0.1,255418276.02,-0.1,-2.2,-12.54,1995475158.83,2019-04-25 09:13:03
1027,2019-04-25 09:14:09,105802932.19,105802932,,163.41,6826668451.73,-0.16,-1.33,-4.91,17289137977.16,2019-04-25 09:13:20
1,2019-04-25 09:19:10,17664375.0,17664375,21000000.0,5454.09,15653591177.87,0.02,-0.93,3.33,96343019118.12,2019-04-25 09:18:25
2,2019-04-25 09:19:10,61490608.59,61490609,84000000.0,72.92,3026100723.98,-0.04,0.83,-9.68,4484164593.15,2019-04-25 09:18:05
