ID,EXTRACTION_DATE,CIRCULATING_SUPPLY,TOTAL_SUPPLY,MAX_SUPPLY,USD_PRICE,VOLUME_24_HOURS,PERCENT_CHANGE_1,PERCENT_CHANGE_24,PERCENT_CHANGE_7_DAYS,MARKET_CAP,LAST_UPDATED
2,2019-04-25 00:57:00,61485508.59,61485509,84000000.0,73.97,3395079112.49,1.01,-0.36,-7.84,4547847775.45,2019-04-25 00:56:02
52,2019-04-25 00:57:00,42004966728.0,99991643723,100000000000.0,0.3,1535526032.19,0.38,-5.3,-10.34,12735270013.1,2019-04-25 00:56:04
512,2019-04-25 00:57:00,19405181188.42,104922376416,,0.1,299695596.41,0.51,-5.82,-11.54,2013197939.91,2019-04-25 00:56:02
1027,2019-04-25 00:57:00,105798394.31,105798394,,166.06,7469270073.94,0.18,-2.59,-1.95,17568659591.24,2019-04-25 00:56:22
1,2019-04-25 01:02:07,17663762.0,17663762,21000000.0,5486.09,16897656767.03,0.35,-1.47,4.11,96905058237.93,2019-04-25 01:01:38
2,2019-04-25 01:02:07,61485658.59,61485659,84000000.0,73.84,3364969355.08,0.73,-0.44,-8.01,4540199744.37,2019-04-25 01:01:06
52,2019-04-25 01:02:07,42004966728.0,99991643723,100000000000.0,0.3,1534901210.02,0.35,-5.26,-10.34,12737421456.09,2019-04-25 01:01:04
512,2019-04-25 01:02:07,19405181188.42,104922376416,,0.1,298832846.33,0.67,-5.57,-11.39,2016946468.49,2019-04-25 01:01:03
52,2019-04-24 10:34:28,42004966728.0,99991643723,100000000000.0,0.3,1372994865.96,0.38,-7.44,-7.43,12693452529.75,2019-04-24 10:33:03
512,2019-04-24 10:34:28,19405180888.42,104922376416,,0.1,279870453.87,-0.36,-8.11,-9.74,2027272735.49,2019-04-24 10:33:02
1027,2019-04-24 10:34:28,105790048.94,105790049,,165.6,7485815208.78,0.01,-5.53,-0.61,17518703087.12,2019-04-24 10:33:17
1,2019-04-24 10:39:29,17662612.0,17662612,21000000.0,5492.45,16157916944.27,-0.33,-1.34,4.88,97010934283.9,2019-04-24 10:38:32
2,2019-04-24 10:39:29,61477733.59,61477734,84000000.0,71.91,2901895425.72,-0.71,-8.52,-10.06,4420824106.44,2019-04-24 10:38:04
52,2019-04-24 10:39:29,42004966728.0,99991643723,100000000000.0,0.3,1373645577.13,0.21,-7.45,-7.47,12691171206.78,2019-04-24 10:38:02
512,2019-04-24 10:39:29,19405180888.42,104922376416,,0.1,280121148.04,-0.36,-8.04,-9.69,2028483815.21,2019-04-24 10:38:03
1027,2019-04-24 10:39:29,105790218.31,105790218,,165.44,7069927533.4,-0.12,-5.61,-0.7,17502260557.94,2019-04-24 10:38:17
1,2019-04-24 10:44:30,17662612.0,17662612,21000000.0,5486.75,16167923604.91,-0.43,-1.44,4.77,96910375500.97,2019-04-24 10:43:30
2,2019-04-24 10:44:30,61477733.59,61477734,84000000.0,71.88,2909947597.66,-0.69,-8.54,-10.08,4419125501.75,2019-04-24 10:43:03
52,2019-04-24 10:44:30,42004966728.0,99991643723,100000000000.0,0.3,1376061931.59,0.06,-7.48,-7.53,12684652319.06,2019-04-24 10:43:03
512,2019-04-24 10:44:30,19405180888.42,104922376416,,0.1,280216522.22,-0.4,-8.06,-9.72,2027870968.17,2019-04-24 10:43:02
1027,2019-04-24 10:44:30,105790218.31,105790218,,165.53,7308398260.58,-0.06,-5.56,-0.65,17510929854.64,2019-04-24 10:43:19
1,2019-04-24 10:49:32,17662612.0,17662612,21000000.0,5483.06,16173455545.56,-0.43,-1.53,4.7,96845227116.28,2019-04-24 10:49:25
2,2019-04-24 10:49:32,61477733.59,61477734,84000000.0,71.78,2897166816.32,-0.66,-8.64,-10.19,4412876698.08,2019-04-24 10:49:05
52,2019-04-24 10:49:32,42004966728.0,99991643723,100000000000.0,0.3,1377092993.23,-0.29,-7.67,-7.77,12654930669.51,2019-04-24 10:49:04
512,2019-04-24 10:49:32,19405180888.42,104922376416,,0.1,279923793.35,-0.42,-8.09,-9.75,2027117843.59,2019-04-24 10:49:03
1027,2019-04-24 10:49:32,105790218.31,105790218,,165.24,7070059072.53,-0.13,-5.72,-0.82,17480824431.36,2019-04-24 10:49:19
1,2019-04-24 10:54:33,17662612.0,17662612,21000000.0,5473.9,16188962296.15,-0.52,-1.71,4.53,96683318060.75,2019-04-24 10:54:28
2,2019-04-24 10:54:33,61477733.59,61477734,84000000.0,71.74,2903923354.57,-0.54,-8.68,-10.22,4410607472.18,2019-04-24 10:54:05
52,2019-04-24 10:54:33,42004966728.0,99991643723,100000000000.0,0.3,1378968637.81,-0.32,-7.74,-7.87,12643941930.45,2019-04-24 10:54:02
512,2019-04-24 10:54:33,19405180888.42,104922376416,,0.1,280223456.5,-0.39,-8.11,-9.78,2026504486.43,2019-04-24 10:54:01
1027,2019-04-24 10:54:33,105790218.31,105790218,,164.95,7070234605.59,-0.21,-5.88,-0.99,17449815947.96,2019-04-24 10:54:22
1,2019-04-24 10:59:34,17662625.0,17662625,21000000.0,5462.43,16456253992.64,-0.66,-1.93,4.31,96480831837.21,2019-04-24 10:59:26
2,2019-04-24 10:59:34,61477958.59,61477959,84000000.0,71.78,2906492203.11,-0.35,-8.62,-10.17,4412721276.26,2019-04-24 10:59:04
52,2019-04-24 10:59:34,42004966728.0,99991643723,100000000000.0,0.3,1382804498.84,-0.48,-7.93,-8.09,12614961955.96,2019-04-24 10:59:03
512,2019-04-24 10:59:34,19405180988.42,104922376416,,0.1,280409522.89,-0.52,-8.35,-10.03,2021087039.78,2019-04-24 10:59:02
1027,2019-04-24 10:59:34,105790389.75,105790390,,164.77,7483001517.93,-0.25,-5.98,-1.1,17430681597.5,2019-04-24 10:59:21
1,2019-04-24 11:04:35,17662625.0,17662625,21000000.0,5459.72,16530272570.99,-0.65,-1.99,4.26,96432948012.02,2019-04-24 11:04:27
2,2019-04-24 11:04:35,61477958.59,61477959,84000000.0,72.04,2919982408.76,0.03,-8.29,-9.83,4428634135.34,2019-04-24 11:04:03
52,2019-04-24 11:04:35,42004966728.0,99991643723,100000000000.0,0.3,1392910818.26,-0.25,-7.75,-7.93,12638979742.85,2019-04-24 11:04:04
512,2019-04-24 11:04:35,19405180988.42,104922376416,,0.1,280285599.21,-0.63,-8.52,-10.2,2017325676.11,2019-04-24 11:04:03
1027,2019-04-24 11:04:35,105790389.75,105790390,,164.75,7295572451.48,-0.22,-5.98,-1.11,17429492531.61,2019-04-24 11:04:20
1,2019-04-24 13:10:00,17662775.0,17662775,21000000.0,5484.7,16768528690.94,0.29,-1.93,4.73,96875082201.21,2019-04-24 13:09:27
2,2019-04-24 13:10:00,61479108.59,61479109,84000000.0,72.63,3115891801.44,-0.3,-7.3,-8.91,4465472814.7,2019-04-24 13:09:04
52,2019-04-24 13:10:00,42004966728.0,99991643723,100000000000.0,0.3,1460000246.62,0.32,-6.91,-7.56,12747575244.07,2019-04-24 13:09:02
512,2019-04-24 13:10:00,19405180988.42,104922376416,,0.1,290457114.45,-0.03,-7.77,-9.76,2027466084.29,2019-04-24 13:09:03
1027,2019-04-24 13:10:00,105791509.69,105791510,,165.66,7169814527.61,-0.04,-5.45,-0.52,17525212385.07,2019-04-24 13:09:19
1,2019-04-24 13:15:01,17662775.0,17662775,21000000.0,5488.31,16794856186.77,0.36,-1.86,4.79,96938757011.3,2019-04-24 13:13:30
2,2019-04-24 13:15:01,61479108.59,61479109,84000000.0,72.6,3125717585.44,-0.38,-7.35,-8.95,4463362615.76,2019-04-24 13:14:04
52,2019-04-24 13:15:01,42004966728.0,99991643723,100000000000.0,0.3,1462759041.72,0.38,-6.79,-7.45,12764392543.46,2019-04-24 13:14:03
512,2019-04-24 13:15:01,19405180988.42,104922376416,,0.1,290929201.51,0.01,-7.7,-9.7,2028914943.37,2019-04-24 13:14:01
1027,2019-04-24 13:15:01,105791509.69,105791510,,165.76,7181351902.09,-0.01,-5.39,-0.46,17536029178.57,2019-04-24 13:14:21
1,2019-04-24 13:20:02,17662775.0,17662775,21000000.0,5489.3,16808354397.89,0.25,-1.88,4.81,96956258253.68,2019-04-24 13:19:30
2,2019-04-24 13:20:02,61479258.59,61479259,84000000.0,72.59,3128541872.73,-0.45,-7.36,-8.95,4463003359.49,2019-04-24 13:19:04
52,2019-04-24 13:20:02,42004966728.0,99991643723,100000000000.0,0.3,1463865475.99,0.19,-6.87,-7.56,12752530115.96,2019-04-24 13:19:04
512,2019-04-24 13:20:02,19405180988.42,104922376416,,0.1,290840645.83,-0.18,-7.77,-9.78,2026949520.8,2019-04-24 13:19:03
1027,2019-04-24 13:20:02,105791705.81,105791706,,165.67,7191207752.55,-0.09,-5.45,-0.51,17526885811.8,2019-04-24 13:19:18
1,2019-04-24 13:25:03,17662775.0,17662775,21000000.0,5489.46,16822632554.35,0.19,-1.89,4.81,96959125197.25,2019-04-24 13:24:31
2,2019-04-24 13:25:03,61479258.59,61479259,84000000.0,72.36,3127343291.16,-0.81,-7.66,-9.23,4448623771.8,2019-04-24 13:24:04
52,2019-04-24 13:25:03,42004966728.0,99991643723,100000000000.0,0.3,1465673584.08,0.11,-6.85,-7.55,12755996044.85,2019-04-24 13:24:03
512,2019-04-24 13:25:03,19405180988.42,104922376416,,0.1,290753119.36,-0.55,-8.01,-10.03,2021495381.51,2019-04-24 13:24:02
1027,2019-04-24 13:25:03,105791705.81,105791706,,165.61,7191468715.91,-0.14,-5.48,-0.54,17520461290.45,2019-04-24 13:24:19
1,2019-04-24 13:30:04,17662775.0,17662775,21000000.0,5489.19,16832389323.45,0.15,-1.91,4.8,96954370829.86,2019-04-24 13:29:31
2,2019-04-24 13:30:04,61479258.59,61479259,84000000.0,72.26,3123325116.58,-0.96,-7.8,-9.35,4442427714.06,2019-04-24 13:29:03
52,2019-04-24 13:30:04,42004966728.0,99991643723,100000000000.0,0.3,1466096469.92,-0.06,-6.92,-7.62,12747790455.55,2019-04-24 13:29:05
512,2019-04-24 13:30:04,19405180988.42,104922376416,,0.1,291083351.64,-0.67,-8.04,-10.07,2020540516.35,2019-04-24 13:29:03
1027,2019-04-24 13:30:04,105791705.81,105791706,,165.57,7191237203.16,-0.15,-5.51,-0.57,17515881793.68,2019-04-24 13:29:19
1,2019-04-24 14:50:45,17662900.0,17662900,21000000.0,5489.21,17530411413.44,0.09,-1.97,4.76,96955397043.43,2019-04-24 14:49:35
2,2019-04-24 14:50:45,61479933.59,61479934,84000000.0,72.41,3122804874.37,0.49,-7.41,-9.12,4451973092.13,2019-04-24 14:50:04
52,2019-04-24 14:50:45,42004966728.0,99991643723,100000000000.0,0.3,1475024162.87,-0.01,-7.44,-8.48,12675890176.92,2019-04-24 14:50:04
512,2019-04-24 14:50:45,19405181088.42,104922376416,,0.1,292012862.34,-0.25,-8.36,-10.65,2008088497.79,2019-04-24 14:50:02
1027,2019-04-24 14:50:45,105792391.56,105792392,,165.12,7714650429.7,0.04,-5.64,-0.86,17468530032.04,2019-04-24 14:50:22
1,2019-04-24 14:55:51,17662900.0,17662900,21000000.0,5488.63,16915571929.2,0.14,-1.98,4.75,96945104898.8,2019-04-24 14:54:35
2,2019-04-24 14:55:51,61479933.59,61479934,84000000.0,72.49,3124655256.79,0.63,-7.3,-9.03,4456742525.04,2019-04-24 14:55:04
52,2019-04-24 14:55:51,42004966728.0,99991643723,100000000000.0,0.3,1474867191.0,0.0,-7.52,-8.59,12664796277.71,2019-04-24 14:55:02
512,2019-04-24 14:55:51,19405181088.42,104922376416,,0.1,291721680.57,-0.26,-8.47,-10.78,2005340274.41,2019-04-24 14:55:02
1027,2019-04-24 14:55:51,105792391.56,105792392,,165.25,7240479379.75,0.17,-5.56,-0.79,17482059669.19,2019-04-24 14:55:22
1,2019-04-24 15:34:19,17662900.0,17662900,21000000.0,5494.79,16907733101.66,0.16,-1.84,4.84,97053967650.8,2019-04-24 15:33:33
2,2019-04-24 15:34:19,61480458.59,61480459,84000000.0,72.65,3140624061.64,0.27,-7.03,-8.82,4466611505.72,2019-04-24 15:33:03
52,2019-04-24 15:34:19,42004966728.0,99991643723,100000000000.0,0.3,1478586149.18,0.2,-7.19,-8.53,12701418040.72,2019-04-24 15:33:04
512,2019-04-24 15:34:19,19405181088.42,104922376416,,0.1,292667535.2,0.23,-8.09,-10.52,2011910832.73,2019-04-24 15:33:02
1027,2019-04-24 15:34:19,105792809.56,105792810,,165.35,7216422336.03,0.18,-5.42,-0.76,17493122549.65,2019-04-24 15:33:24
1,2019-04-24 15:39:19,17662912.0,17662912,21000000.0,5496.34,16920513825.92,0.17,-1.81,4.86,97081422242.97,2019-04-24 15:38:33
2,2019-04-24 15:39:19,61480708.59,61480709,84000000.0,72.82,3151846287.13,0.5,-6.79,-8.6,4477330900.83,2019-04-24 15:38:07
52,2019-04-24 15:39:19,42004966728.0,99991643723,100000000000.0,0.3,1476310020.92,0.1,-7.25,-8.65,12690152921.87,2019-04-24 15:38:03
512,2019-04-24 15:39:19,19405181088.42,104922376416,,0.1,292977046.74,0.29,-8.0,-10.44,2013716309.93,2019-04-24 15:38:02
1027,2019-04-24 15:39:19,105793036.5,105793036,,165.4,7491358161.14,0.21,-5.37,-0.74,17498028001.3,2019-04-24 15:38:20
1,2019-04-24 15:44:20,17662912.0,17662912,21000000.0,5499.21,17570292251.49,0.21,-1.75,4.91,97131986400.04,2019-04-24 15:43:30
2,2019-04-24 15:44:20,61480708.59,61480709,84000000.0,72.73,3140297114.25,0.36,-6.9,-8.71,4471706876.06,2019-04-24 15:43:03
52,2019-04-24 15:44:20,42004966728.0,99991643723,100000000000.0,0.3,1477651737.69,0.18,-7.17,-8.61,12699446515.51,2019-04-24 15:43:04
512,2019-04-24 15:44:20,19405181088.42,104922376416,,0.1,293256992.62,0.36,-7.96,-10.41,2014467454.82,2019-04-24 15:43:02
1027,2019-04-24 15:44:20,105793036.5,105793036,,165.4,7434503877.45,0.2,-5.35,-0.74,17498580712.26,2019-04-24 15:43:21
1,2019-04-24 15:49:21,17662912.0,17662912,21000000.0,5493.22,17580627292.08,0.09,-1.86,4.79,97026271429.47,2019-04-24 15:48:33
2,2019-04-24 15:49:21,61480708.59,61480709,84000000.0,72.68,3139322694.32,0.24,-6.95,-8.78,4468497480.74,2019-04-24 15:48:04
52,2019-04-24 15:49:21,42004966728.0,99991643723,100000000000.0,0.3,1475831711.35,0.07,-7.26,-8.75,12683844895.22,2019-04-24 15:48:04
512,2019-04-24 15:49:21,19405181088.42,104922376416,,0.1,292679845.39,0.09,-8.21,-10.67,2008773868.27,2019-04-24 15:48:02
1027,2019-04-24 15:49:21,105793036.5,105793036,,165.12,7691947564.5,-0.01,-5.49,-0.92,17468453758.11,2019-04-24 15:48:22
1,2019-04-24 15:54:22,17662912.0,17662912,21000000.0,5492.22,17581330322.97,0.05,-1.88,4.77,97008629025.7,2019-04-24 15:53:35
2,2019-04-24 15:54:22,61480708.59,61480709,84000000.0,72.66,3139181730.27,0.18,-6.96,-8.81,4467099651.46,2019-04-24 15:53:04
52,2019-04-24 15:54:22,42004966728.0,99991643723,100000000000.0,0.3,1476812105.04,0.1,-7.22,-8.75,12687772495.66,2019-04-24 15:53:04
512,2019-04-24 15:54:22,19405181088.42,104922376416,,0.1,293196207.0,0.28,-8.05,-10.53,2012202532.87,2019-04-24 15:53:02
1027,2019-04-24 15:54:22,105793036.5,105793036,,165.21,7704989312.41,0.03,-5.43,-0.87,17477677975.57,2019-04-24 15:53:23
1,2019-04-24 15:59:23,17662950.0,17662950,21000000.0,5491.41,16931762725.98,0.03,-1.9,4.75,96994519432.46,2019-04-24 15:58:31
2,2019-04-24 15:59:23,61480908.59,61480909,84000000.0,72.5,3136129341.7,-0.08,-7.15,-9.01,4457208576.79,2019-04-24 15:58:04
52,2019-04-24 15:59:23,42004966728.0,99991643723,100000000000.0,0.3,1476159501.43,0.0,-7.3,-8.87,12674832806.85,2019-04-24 15:58:03
1,2019-04-24 12:09:48,17662737.0,17662737,21000000.0,5462.16,16585795135.8,0.01,-2.14,4.31,96476624590.24,2019-04-24 12:08:29
2,2019-04-24 12:09:48,61478483.59,61478484,84000000.0,72.78,3028804544.33,1.16,-7.21,-8.8,4474173811.02,2019-04-24 12:09:05
52,2019-04-24 12:09:48,42004966728.0,99991643723,100000000000.0,0.3,1434409988.36,0.56,-7.28,-7.76,12691652087.75,2019-04-24 12:09:03
512,2019-04-24 12:09:48,19405180988.42,104922376416,,0.1,288648853.78,0.52,-8.08,-9.87,2025007843.88,2019-04-24 12:09:03
1027,2019-04-24 12:09:48,105790952.87,105790953,,165.62,7144061471.97,0.56,-5.48,-0.56,17521239780.91,2019-04-24 12:09:19
1,2019-04-24 12:14:49,17662737.0,17662737,21000000.0,5469.72,17184861596.99,0.23,-2.02,4.45,96610296641.5,2019-04-24 12:13:28
2,2019-04-24 12:14:49,61478483.59,61478484,84000000.0,72.88,3010079627.94,1.23,-7.06,-8.66,4480652960.86,2019-04-24 12:14:05
52,2019-04-24 12:14:49,42004966728.0,99991643723,100000000000.0,0.3,1436755163.42,0.67,-7.15,-7.65,12709115335.44,2019-04-24 12:14:04
512,2019-04-24 12:14:49,19405180988.42,104922376416,,0.1,289322172.41,0.81,-7.87,-9.69,2029196289.18,2019-04-24 12:14:03
1027,2019-04-24 12:14:49,105790952.87,105790953,,165.84,7176962413.49,0.7,-5.35,-0.43,17544190782.09,2019-04-24 12:14:23
512,2019-04-24 15:59:23,19405181088.42,104922376416,,0.1,293625265.29,0.34,-8.01,-10.51,2012930554.74,2019-04-24 15:58:04
1027,2019-04-24 15:59:23,105793228.94,105793229,,165.14,7213007277.29,-0.04,-5.45,-0.91,17471109440.9,2019-04-24 15:58:22
1,2019-04-24 16:04:24,17662950.0,17662950,21000000.0,5492.46,16839582517.28,0.04,-1.89,4.77,97013084363.08,2019-04-24 16:03:30
2,2019-04-24 16:04:24,61480908.59,61480909,84000000.0,72.54,3126768667.0,-0.1,-7.08,-8.96,4459611987.97,2019-04-24 16:03:02
52,2019-04-24 16:04:24,42004966728.0,99991643723,100000000000.0,0.3,1473554283.19,-0.01,-7.26,-8.87,12678329171.29,2019-04-24 16:03:02
512,2019-04-24 16:04:24,19405181088.42,104922376416,,0.1,292329818.06,0.27,-8.1,-10.6,2010968754.62,2019-04-24 16:03:03
1027,2019-04-24 16:04:24,105793228.94,105793229,,165.23,7174604294.91,-0.01,-5.39,-0.87,17480267872.81,2019-04-24 16:03:20
1,2019-04-24 16:09:26,17662950.0,17662950,21000000.0,5491.82,16849837376.57,0.02,-1.92,4.75,97001811569.71,2019-04-24 16:08:32
2,2019-04-24 16:09:26,61480908.59,61480909,84000000.0,72.52,3137599994.11,-0.2,-7.08,-8.98,4458711918.5,2019-04-24 16:08:04
52,2019-04-24 16:09:26,42004966728.0,99991643723,100000000000.0,0.3,1473904175.75,-0.12,-7.3,-8.95,12670738478.32,2019-04-24 16:08:03
512,2019-04-24 16:09:26,19405181088.42,104922376416,,0.1,292756221.04,0.4,-8.02,-10.53,2012748866.77,2019-04-24 16:08:02
1027,2019-04-24 16:09:26,105793228.94,105793229,,164.98,7456287732.83,-0.22,-5.52,-1.02,17454230492.82,2019-04-24 16:08:20
1,2019-04-24 16:14:27,17662950.0,17662950,21000000.0,5488.53,16860253700.62,-0.06,-1.99,4.68,96943549300.79,2019-04-24 16:13:31
2,2019-04-24 16:14:27,61480908.59,61480909,84000000.0,72.53,3130967476.14,-0.3,-7.05,-8.97,4459288129.14,2019-04-24 16:13:05
52,2019-04-24 16:14:27,42004966728.0,99991643723,100000000000.0,0.3,1473582348.31,-0.22,-7.3,-9.0,12668703036.93,2019-04-24 16:13:04
512,2019-04-24 16:14:27,19405181088.42,104922376416,,0.1,292760273.55,0.25,-8.17,-10.68,2009594872.65,2019-04-24 16:13:03
1027,2019-04-24 16:14:27,105793228.94,105793229,,164.92,7181646685.38,-0.3,-5.55,-1.07,17447300017.22,2019-04-24 16:13:21
1,2019-04-24 16:19:28,17662962.0,17662962,21000000.0,5488.27,17524177375.29,-0.08,-2.01,4.67,96939184825.04,2019-04-24 16:18:34
2,2019-04-24 16:19:28,61480958.59,61480959,84000000.0,72.56,3134204427.85,-0.33,-7.0,-8.94,4461005895.15,2019-04-24 16:18:05
52,2019-04-24 16:19:28,42004966728.0,99991643723,100000000000.0,0.3,1475113504.62,-0.26,-7.26,-9.0,12672561018.84,2019-04-24 16:18:02
512,2019-04-24 16:19:28,19405181088.42,104922376416,,0.1,292495043.06,0.22,-8.21,-10.72,2008811446.33,2019-04-24 16:18:02
1027,2019-04-24 16:19:28,105793383.81,105793384,,164.85,7644985687.09,-0.35,-5.58,-1.11,17440135583.59,2019-04-24 16:18:22
1,2019-04-24 16:24:30,17662962.0,17662962,21000000.0,5485.86,16890790967.9,-0.13,-2.06,4.62,96896603671.96,2019-04-24 16:23:31
2,2019-04-24 16:24:30,61480958.59,61480959,84000000.0,72.41,3141469346.9,-0.58,-7.17,-9.13,4451641697.93,2019-04-24 16:23:04
52,2019-04-24 16:24:30,42004966728.0,99991643723,100000000000.0,0.3,1476203479.5,-0.27,-7.22,-9.01,12675117156.91,2019-04-24 16:23:02
512,2019-04-24 16:24:30,19405181088.42,104922376416,,0.1,292430445.02,0.13,-8.22,-10.75,2008455530.78,2019-04-24 16:23:02
1027,2019-04-24 16:24:30,105793383.81,105793384,,164.53,7203809739.61,-0.56,-5.76,-1.32,17405749612.63,2019-04-24 16:23:21
1,2019-04-24 16:29:31,17662962.0,17662962,21000000.0,5478.31,16878445716.92,-0.29,-2.2,4.47,96763143101.72,2019-04-24 16:28:31
2,2019-04-24 16:29:31,61480958.59,61480959,84000000.0,72.16,3128152744.29,-0.96,-7.46,-9.44,4436710836.09,2019-04-24 16:28:05
52,2019-04-24 16:29:31,42004966728.0,99991643723,100000000000.0,0.3,1474230499.77,-0.6,-7.49,-9.31,12636338190.87,2019-04-24 16:28:02
512,2019-04-24 16:29:31,19405181088.42,104922376416,,0.1,292033608.08,-0.27,-8.51,-11.04,2002139035.01,2019-04-24 16:28:03
1027,2019-04-24 16:29:31,105793383.81,105793384,,164.13,7182389721.32,-0.8,-5.97,-1.56,17363698459.48,2019-04-24 16:28:22
1,2019-04-24 16:34:33,17662962.0,17662962,21000000.0,5476.46,16899888611.29,-0.35,-2.24,4.44,96730543577.43,2019-04-24 16:33:30
2,2019-04-24 16:34:33,61480958.59,61480959,84000000.0,72.08,3130843825.55,-0.96,-7.52,-9.54,4431724185.88,2019-04-24 16:34:04
52,2019-04-24 16:34:33,42004966728.0,99991643723,100000000000.0,0.3,1474510172.96,-0.76,-7.64,-9.56,12609034778.93,2019-04-24 16:34:03
512,2019-04-24 16:34:33,19405181088.42,104922376416,,0.1,292391862.92,-0.44,-8.55,-11.09,2001176620.96,2019-04-24 16:34:02
1027,2019-04-24 16:34:33,105793383.81,105793384,,163.86,7190685613.41,-0.91,-6.1,-1.73,17335623022.61,2019-04-24 16:34:22
1,2019-04-24 16:39:34,17662987.0,17662987,21000000.0,5470.18,17557875020.86,-0.46,-2.35,4.31,96619740433.57,2019-04-24 16:38:34
2,2019-04-24 16:39:34,61481083.59,61481084,84000000.0,71.93,3142548870.97,-1.11,-7.69,-9.73,4422525386.74,2019-04-24 16:39:06
52,2019-04-24 16:39:34,42004966728.0,99991643723,100000000000.0,0.3,1475716460.06,-0.94,-7.85,-9.8,12578423084.13,2019-04-24 16:39:05
512,2019-04-24 16:39:34,19405181188.42,104922376416,,0.1,292790875.93,-0.65,-8.68,-11.24,1998144460.41,2019-04-24 16:39:04
1027,2019-04-24 16:39:34,105793560.56,105793561,,163.69,7206231073.61,-0.98,-6.19,-1.84,17317192859.83,2019-04-24 16:39:23
1,2019-04-24 16:44:36,17662987.0,17662987,21000000.0,5468.35,17584711035.81,-0.49,-2.39,4.27,96587437586.3,2019-04-24 16:43:32
2,2019-04-24 16:44:36,61481083.59,61481084,84000000.0,71.68,3148790565.59,-1.37,-7.99,-10.04,4406996467.47,2019-04-24 16:44:05
52,2019-04-24 16:44:36,42004966728.0,99991643723,100000000000.0,0.3,1477940127.23,-0.95,-7.89,-9.89,12569191161.68,2019-04-24 16:44:02
512,2019-04-24 16:44:36,19405181188.42,104922376416,,0.1,293001377.3,-1.05,-9.0,-11.55,1991149815.65,2019-04-24 16:44:03
1027,2019-04-24 16:44:36,105793560.56,105793561,,163.57,7486657047.81,-1.03,-6.26,-1.91,17304216237.56,2019-04-24 16:44:22
1,2019-04-24 16:49:37,17662987.0,17662987,21000000.0,5465.28,17623285844.99,-0.53,-2.45,4.22,96533196048.57,2019-04-24 16:48:35
2,2019-04-24 16:49:37,61481083.59,61481084,84000000.0,71.91,3163920373.21,-1.03,-7.68,-9.75,4420849962.15,2019-04-24 16:49:04
52,2019-04-24 16:49:37,42004966728.0,99991643723,100000000000.0,0.3,1481041468.23,-0.87,-7.83,-9.87,12575703868.08,2019-04-24 16:49:02
512,2019-04-24 16:49:37,19405181188.42,104922376416,,0.1,293334080.43,-1.15,-9.08,-11.64,1989119878.01,2019-04-24 16:49:02
1027,2019-04-24 16:49:37,105793560.56,105793561,,163.59,7248622670.81,-1.0,-6.24,-1.9,17307154848.15,2019-04-24 16:49:23
1,2019-04-24 16:54:38,17662987.0,17662987,21000000.0,5474.88,17011676439.57,-0.35,-2.28,4.4,96702762259.22,2019-04-24 16:53:32
2,2019-04-24 16:54:38,61481083.59,61481084,84000000.0,72.06,3167191149.72,-0.75,-7.46,-9.55,4430505608.15,2019-04-24 16:54:05
52,2019-04-24 16:54:38,42004966728.0,99991643723,100000000000.0,0.3,1486704372.44,-0.54,-7.53,-9.62,12614321996.52,2019-04-24 16:54:04
512,2019-04-24 16:54:38,19405181188.42,104922376416,,0.1,294701782.27,-0.77,-8.74,-11.32,1996510660.87,2019-04-24 16:54:02
1027,2019-04-24 16:54:38,105793560.56,105793561,,163.61,7653659456.24,-0.95,-6.22,-1.89,17309241423.96,2019-04-24 16:54:21
1,2019-04-24 16:59:39,17663012.0,17663012,21000000.0,5475.47,17029692568.87,-0.33,-2.28,4.41,96713298969.83,2019-04-24 16:58:31
2,2019-04-24 16:59:39,61481358.59,61481359,84000000.0,71.95,3168331966.38,-0.85,-7.58,-9.67,4423882117.17,2019-04-24 16:59:03
52,2019-04-24 16:59:39,42004966728.0,99991643723,100000000000.0,0.3,1486775195.04,-0.72,-7.72,-9.84,12585971211.32,2019-04-24 16:59:03
512,2019-04-24 16:59:39,19405181188.42,104922376416,,0.1,294979768.59,-0.74,-8.75,-11.34,1996234644.43,2019-04-24 16:59:03
1027,2019-04-24 16:59:39,105793746.44,105793746,,163.61,7251805998.66,-0.9,-6.21,-1.89,17308842674.17,2019-04-24 16:59:20
1,2019-04-24 17:04:40,17663012.0,17663012,21000000.0,5469.42,16933420638.06,-0.4,-2.4,4.29,96606403627.94,2019-04-24 17:03:30
2,2019-04-24 17:04:40,61481358.59,61481359,84000000.0,72.14,3170223481.82,-0.57,-7.34,-9.44,4435013452.06,2019-04-24 17:04:04
52,2019-04-24 17:04:40,42004966728.0,99991643723,100000000000.0,0.3,1479944537.55,-0.96,-7.93,-10.09,12554180334.44,2019-04-24 17:04:02
512,2019-04-24 17:04:40,19405181188.42,104922376416,,0.1,293553474.2,-0.98,-8.96,-11.55,1991456580.4,2019-04-24 17:04:02
1027,2019-04-24 17:04:40,105793746.44,105793746,,163.66,7217750831.76,-0.85,-6.17,-1.86,17313764323.56,2019-04-24 17:04:23
1,2019-04-24 17:09:41,17663012.0,17663012,21000000.0,5473.75,17613985259.62,-0.31,-2.34,4.38,96682944393.96,2019-04-24 17:08:29
2,2019-04-24 17:09:41,61481358.59,61481359,84000000.0,72.25,3187155960.84,-0.36,-7.18,-9.29,4442111641.5,2019-04-24 17:09:04
